,CustomerKey,BirthDate,YearlyIncome,TotalChildren,EnglishEducation,EnglishOccupation,NumberCarsOwned,CommuteDistance,Age,BikeBuyer
337,11337,9/21/1961,10000,1,Bachelors,Manual,0,0-1 Miles,53,1
338,11338,8/10/1961,20000,1,Graduate Degree,Clerical,0,0-1 Miles,54,1
339,11339,7/8/1961,20000,1,Graduate Degree,Clerical,0,0-1 Miles,54,1
340,11340,4/6/1936,10000,1,Graduate Degree,Clerical,0,0-1 Miles,79,1
341,11341,8/21/1936,20000,1,Graduate Degree,Clerical,0,0-1 Miles,79,1
342,11342,3/11/1962,30000,5,Graduate Degree,Clerical,0,0-1 Miles,53,0
343,11343,9/13/1958,10000,1,Bachelors,Manual,0,0-1 Miles,56,1
344,11344,7/24/1957,10000,1,Partial College,Manual,0,0-1 Miles,58,1
345,11345,3/12/1957,10000,1,Partial College,Manual,0,0-1 Miles,58,1
346,11346,5/22/1955,10000,2,Partial College,Manual,1,0-1 Miles,60,1
347,11347,12/23/1955,10000,2,Partial College,Manual,1,0-1 Miles,59,0
348,11348,9/22/1955,10000,2,Partial College,Manual,1,0-1 Miles,59,0
349,11349,9/3/1954,10000,2,Partial College,Manual,1,2-5 Miles,61,0
350,11350,1/14/1937,30000,1,Graduate Degree,Clerical,0,0-1 Miles,78,0
351,11351,4/6/1939,20000,1,Bachelors,Clerical,0,0-1 Miles,76,1
352,11352,3/7/1940,10000,2,Partial College,Manual,1,0-1 Miles,75,0
353,11353,6/11/1941,30000,1,Bachelors,Clerical,0,0-1 Miles,74,1
354,11354,2/23/1942,20000,1,Partial College,Manual,0,0-1 Miles,73,0
355,11355,12/28/1942,40000,1,Graduate Degree,Clerical,0,0-1 Miles,72,0
356,11356,5/27/1980,10000,0,Partial College,Manual,1,2-5 Miles,35,1
357,11357,3/23/1979,10000,0,Partial College,Manual,1,2-5 Miles,36,1
358,11358,11/11/1978,10000,0,Partial College,Manual,1,0-1 Miles,36,1
359,11359,9/4/1978,10000,0,Partial College,Manual,1,0-1 Miles,37,1
360,11360,8/2/1978,10000,0,Partial College,Manual,1,2-5 Miles,37,1
361,11361,4/28/1977,10000,0,High School,Manual,2,0-1 Miles,38,0
362,11362,11/11/1977,10000,0,High School,Manual,2,0-1 Miles,37,0
363,11363,10/20/1977,10000,0,High School,Manual,2,0-1 Miles,37,1
364,11364,9/23/1979,10000,1,High School,Manual,0,2-5 Miles,35,1
365,11365,6/9/1979,10000,1,High School,Manual,0,1-2 Miles,36,1
366,11366,10/25/1979,20000,0,Bachelors,Clerical,0,0-1 Miles,35,0
367,11367,2/22/1979,20000,0,Bachelors,Clerical,0,0-1 Miles,36,0
368,11368,11/25/1978,10000,1,High School,Manual,0,1-2 Miles,36,1
369,11369,8/4/1978,20000,0,Bachelors,Clerical,0,0-1 Miles,37,0
370,11370,4/1/1978,20000,0,Bachelors,Clerical,0,0-1 Miles,37,0
371,11371,5/27/1978,20000,0,Bachelors,Clerical,0,0-1 Miles,37,0
372,11372,5/15/1978,20000,0,Bachelors,Clerical,0,0-1 Miles,37,1
373,11373,9/20/1943,30000,1,Bachelors,Clerical,0,0-1 Miles,71,0
374,11374,6/28/1943,30000,1,Bachelors,Clerical,0,0-1 Miles,72,0
375,11375,5/9/1943,30000,1,Bachelors,Clerical,0,0-1 Miles,72,0
376,11376,6/10/1943,40000,1,Graduate Degree,Clerical,0,0-1 Miles,72,0
377,11377,2/23/1961,30000,4,Graduate Degree,Clerical,0,0-1 Miles,54,0
378,11378,5/22/1960,10000,1,High School,Manual,1,2-5 Miles,55,1
379,11379,11/18/1959,10000,1,High School,Manual,1,2-5 Miles,55,1
380,11380,3/2/1959,20000,2,Partial College,Manual,1,1-2 Miles,56,1
381,11381,8/22/1959,20000,2,Partial College,Manual,1,2-5 Miles,56,1
382,11382,1/19/1958,20000,2,Partial College,Manual,1,2-5 Miles,57,1
383,11383,8/28/1960,30000,3,Graduate Degree,Clerical,0,0-1 Miles,55,0
384,11384,10/16/1960,30000,3,Bachelors,Clerical,0,0-1 Miles,54,0
385,11385,8/11/1960,30000,3,Bachelors,Clerical,0,0-1 Miles,55,0
386,11386,11/5/1960,30000,3,Bachelors,Clerical,0,0-1 Miles,54,0
387,11387,6/2/1959,40000,3,Graduate Degree,Clerical,0,0-1 Miles,56,1
388,11388,7/24/1959,40000,3,Graduate Degree,Clerical,0,0-1 Miles,56,1
389,11389,4/24/1970,10000,1,High School,Manual,1,2-5 Miles,45,0
390,11390,10/19/1970,10000,1,High School,Manual,1,2-5 Miles,44,0
391,11391,12/27/1970,10000,2,High School,Manual,0,0-1 Miles,44,0
392,11392,2/7/1970,10000,2,High School,Manual,0,0-1 Miles,45,0
393,11393,1/17/1969,10000,2,High School,Manual,0,0-1 Miles,46,0
394,11394,10/23/1969,10000,2,High School,Manual,0,0-1 Miles,45,1
395,11395,10/18/1970,30000,0,Bachelors,Clerical,0,0-1 Miles,44,1
396,11396,10/5/1969,10000,2,High School,Manual,1,0-1 Miles,45,0
397,11397,6/4/1969,20000,0,Partial College,Manual,1,0-1 Miles,46,0
398,11398,9/9/1969,30000,0,Bachelors,Clerical,0,0-1 Miles,46,1
399,11399,8/4/1969,30000,1,Bachelors,Clerical,0,0-1 Miles,46,0
400,11400,4/19/1969,40000,0,Graduate Degree,Clerical,0,0-1 Miles,46,1
401,11401,8/26/1969,40000,0,Graduate Degree,Clerical,0,0-1 Miles,46,1
402,11402,11/20/1969,40000,0,Graduate Degree,Clerical,0,0-1 Miles,45,1
403,11403,1/9/1969,40000,0,Graduate Degree,Clerical,0,0-1 Miles,46,1
404,11404,1/1/1952,10000,3,Partial College,Manual,2,0-1 Miles,63,0
405,11405,2/17/1952,10000,3,Partial College,Manual,2,0-1 Miles,63,0
406,11406,7/3/1952,20000,2,Partial College,Manual,1,2-5 Miles,63,1
407,11407,4/2/1952,20000,2,Partial College,Manual,1,0-1 Miles,63,0
408,11408,5/14/1953,10000,2,High School,Manual,2,0-1 Miles,62,0
409,11409,3/5/1968,10000,2,High School,Manual,1,0-1 Miles,47,1
410,11410,8/25/1968,20000,1,Partial College,Manual,0,2-5 Miles,47,1
411,11411,2/12/1954,80000,3,Partial College,Professional,1,2-5 Miles,61,0
412,11412,4/9/1954,80000,4,Partial College,Professional,1,10+ Miles,61,1
413,11413,4/15/1954,80000,4,Partial College,Professional,1,2-5 Miles,61,1
414,11414,3/18/1954,80000,4,Partial College,Professional,1,10+ Miles,61,1
415,11415,6/5/1944,90000,5,Partial College,Professional,2,10+ Miles,71,0
416,11416,3/19/1945,60000,3,Partial High School,Skilled Manual,4,2-5 Miles,70,1
417,11417,2/26/1945,70000,5,High School,Professional,2,10+ Miles,70,1
418,11418,2/9/1945,90000,5,Partial College,Professional,2,10+ Miles,70,0
419,11419,2/18/1945,150000,3,Graduate Degree,Management,4,0-1 Miles,70,0
420,11420,7/12/1946,100000,2,Bachelors,Management,4,10+ Miles,69,1
421,11421,7/19/1946,110000,3,Bachelors,Management,4,5-10 Miles,69,1
422,11422,9/1/1946,170000,4,Bachelors,Management,3,5-10 Miles,69,1
423,11423,11/5/1954,80000,4,Partial College,Professional,1,2-5 Miles,60,1
424,11424,12/7/1953,80000,4,Partial College,Professional,2,10+ Miles,61,0
425,11425,8/6/1954,90000,4,High School,Professional,2,10+ Miles,61,1
426,11426,10/2/1953,110000,3,Bachelors,Management,4,10+ Miles,61,0
427,11427,12/18/1953,110000,2,Partial College,Professional,2,10+ Miles,61,1
428,11428,8/22/1953,120000,2,Bachelors,Management,2,10+ Miles,62,1
429,11429,7/16/1952,80000,4,Partial College,Professional,2,10+ Miles,63,1
430,11430,3/24/1952,90000,4,High School,Professional,2,10+ Miles,63,0
431,11431,10/27/1952,110000,4,Partial College,Professional,2,10+ Miles,62,1
432,11432,9/11/1951,80000,4,High School,Professional,2,10+ Miles,64,1
433,11433,9/2/1951,80000,5,High School,Professional,2,2-5 Miles,64,1
434,11434,5/6/1951,170000,5,Partial College,Professional,4,0-1 Miles,64,0
435,11435,3/6/1950,100000,3,Partial College,Management,4,10+ Miles,65,0
436,11436,9/18/1950,160000,3,Partial College,Management,4,10+ Miles,64,0
437,11437,12/17/1949,90000,4,High School,Management,3,10+ Miles,65,0
438,11438,10/14/1949,130000,4,High School,Management,4,0-1 Miles,65,0
439,11439,5/17/1948,90000,4,High School,Management,3,5-10 Miles,67,1
440,11440,9/27/1947,80000,5,Partial High School,Skilled Manual,2,5-10 Miles,67,0
441,11441,6/12/1947,90000,5,Partial High School,Skilled Manual,2,5-10 Miles,68,0
442,11442,11/14/1947,90000,5,Partial High School,Skilled Manual,2,10+ Miles,67,0
443,11443,5/22/1976,60000,0,Bachelors,Professional,4,2-5 Miles,39,1
444,11444,4/28/1976,70000,0,Bachelors,Professional,3,10+ Miles,39,1
445,11445,7/21/1974,70000,0,Bachelors,Professional,3,10+ Miles,41,1
446,11446,8/12/1974,70000,0,Bachelors,Professional,3,10+ Miles,41,1
447,11447,8/16/1974,70000,0,Bachelors,Professional,4,10+ Miles,41,1
448,11448,4/28/1975,80000,0,Bachelors,Professional,3,10+ Miles,40,1
449,11449,2/2/1975,80000,0,Bachelors,Professional,3,10+ Miles,40,1
450,11450,11/12/1975,130000,4,High School,Management,4,0-1 Miles,39,1
451,11451,11/9/1974,70000,0,Bachelors,Professional,4,10+ Miles,40,1
452,11452,11/5/1973,80000,0,Bachelors,Professional,3,10+ Miles,41,1
453,11453,8/21/1973,80000,0,Bachelors,Professional,3,10+ Miles,42,1
454,11454,4/22/1974,80000,0,Bachelors,Professional,3,10+ Miles,41,1
455,11455,4/21/1974,100000,0,High School,Management,2,10+ Miles,41,1
456,11456,7/8/1974,120000,5,Partial High School,Professional,4,10+ Miles,41,1
457,11457,5/21/1973,90000,0,Bachelors,Professional,3,10+ Miles,42,1
458,11458,4/5/1973,100000,0,High School,Management,2,10+ Miles,42,0
459,11459,10/13/1972,80000,0,Bachelors,Professional,3,10+ Miles,42,1
460,11460,10/7/1972,90000,0,Bachelors,Professional,3,10+ Miles,42,1
461,11461,3/25/1972,90000,0,Bachelors,Professional,3,10+ Miles,43,1
462,11462,1/19/1972,110000,0,High School,Management,4,10+ Miles,43,1
463,11463,3/12/1972,110000,0,High School,Management,4,10+ Miles,43,0
464,11464,11/16/1971,90000,0,Bachelors,Professional,4,10+ Miles,43,1
465,11465,2/19/1971,90000,0,Bachelors,Professional,4,10+ Miles,44,1
466,11466,8/3/1971,150000,0,Partial High School,Management,4,10+ Miles,44,0
467,11467,10/7/1969,170000,1,Graduate Degree,Management,4,0-1 Miles,45,0
468,11468,6/18/1975,40000,1,Bachelors,Skilled Manual,0,1-2 Miles,40,1
469,11469,4/16/1973,10000,0,Partial High School,Manual,2,1-2 Miles,42,0
470,11470,9/25/1973,20000,0,Partial High School,Manual,2,0-1 Miles,41,1
471,11471,9/25/1973,30000,0,Partial College,Clerical,1,2-5 Miles,41,0
472,11472,4/3/1963,60000,3,Bachelors,Professional,2,5-10 Miles,52,1
473,11473,8/2/1980,20000,0,Partial High School,Manual,2,1-2 Miles,35,0
474,11474,2/22/1980,20000,0,Partial High School,Manual,2,1-2 Miles,35,0
475,11475,10/9/1978,30000,0,High School,Manual,1,1-2 Miles,36,0
476,11476,11/17/1974,40000,1,Bachelors,Skilled Manual,0,1-2 Miles,40,0
477,11477,6/25/1973,30000,0,High School,Manual,1,1-2 Miles,42,0
478,11478,2/25/1973,30000,0,High School,Manual,1,2-5 Miles,42,0
479,11479,4/22/1973,40000,1,Bachelors,Skilled Manual,0,1-2 Miles,42,1
480,11480,3/11/1973,40000,1,Bachelors,Skilled Manual,0,1-2 Miles,42,1
481,11481,5/23/1973,40000,1,Bachelors,Skilled Manual,0,1-2 Miles,42,1
482,11482,7/19/1972,30000,0,High School,Manual,1,1-2 Miles,43,1
483,11483,5/22/1972,40000,1,Bachelors,Skilled Manual,1,0-1 Miles,43,1
484,11484,3/6/1972,40000,2,Partial College,Clerical,0,0-1 Miles,43,1
485,11485,8/7/1972,40000,2,Partial College,Clerical,0,0-1 Miles,43,1
486,11486,5/25/1971,10000,0,Partial High School,Manual,2,1-2 Miles,44,0
487,11487,7/9/1971,10000,0,Partial High School,Manual,2,1-2 Miles,44,0
488,11488,9/21/1971,20000,0,Partial High School,Manual,2,1-2 Miles,43,1
489,11489,3/7/1971,20000,0,Partial High School,Manual,2,1-2 Miles,44,1
490,11490,1/6/1971,20000,0,Partial High School,Manual,2,0-1 Miles,44,0
491,11491,4/6/1971,20000,0,Partial High School,Manual,2,0-1 Miles,44,1
492,11492,11/19/1971,30000,0,High School,Manual,1,2-5 Miles,43,1
493,11493,12/2/1970,40000,2,Partial College,Clerical,0,1-2 Miles,44,1
494,11494,7/28/1970,40000,2,Partial College,Clerical,0,1-2 Miles,45,1
495,11495,9/4/1971,40000,2,Partial College,Clerical,1,1-2 Miles,44,0
496,11496,10/17/1970,40000,2,Partial College,Clerical,2,0-1 Miles,44,1
497,11497,11/26/1970,40000,2,Partial College,Clerical,2,1-2 Miles,44,0
498,11498,1/15/1974,40000,3,Partial College,Clerical,2,1-2 Miles,41,0
499,11499,11/14/1974,40000,3,Partial College,Clerical,2,1-2 Miles,40,0
500,11500,9/18/1974,40000,0,Graduate Degree,Skilled Manual,0,0-1 Miles,40,0
501,11501,7/7/1975,40000,3,Partial College,Clerical,2,1-2 Miles,40,0
502,11502,3/7/1975,40000,4,Partial College,Clerical,1,0-1 Miles,40,0
503,11503,10/13/1930,50000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,84,0
504,11504,4/20/1931,40000,1,Bachelors,Skilled Manual,1,0-1 Miles,84,0
505,11505,7/7/1966,60000,0,Graduate Degree,Skilled Manual,0,1-2 Miles,49,0
506,11506,5/17/1966,60000,0,Graduate Degree,Skilled Manual,0,0-1 Miles,49,0
507,11507,11/20/1966,60000,0,Graduate Degree,Skilled Manual,0,1-2 Miles,48,0
508,11508,7/7/1966,60000,0,Graduate Degree,Skilled Manual,0,1-2 Miles,49,0
509,11509,7/26/1953,30000,1,Bachelors,Skilled Manual,1,5-10 Miles,62,0
510,11510,7/13/1953,30000,1,Bachelors,Skilled Manual,1,1-2 Miles,62,0
511,11511,6/14/1953,30000,1,Bachelors,Skilled Manual,1,2-5 Miles,62,0
512,11512,8/13/1954,20000,3,Partial High School,Manual,2,1-2 Miles,61,1
513,11513,9/27/1954,20000,3,Partial High School,Manual,2,1-2 Miles,60,1
514,11514,4/20/1954,30000,1,High School,Clerical,1,2-5 Miles,61,0
515,11515,2/25/1954,30000,1,High School,Clerical,1,2-5 Miles,61,1
516,11516,10/21/1954,30000,1,High School,Clerical,1,2-5 Miles,60,1
517,11517,6/20/1954,40000,1,Partial College,Clerical,1,0-1 Miles,61,0
518,11518,5/10/1955,40000,1,Partial College,Clerical,1,0-1 Miles,60,0
519,11519,3/17/1955,40000,1,Partial College,Clerical,1,1-2 Miles,60,0
520,11520,4/11/1955,40000,1,Partial College,Clerical,1,0-1 Miles,60,0
521,11521,12/9/1955,40000,1,Partial College,Clerical,1,0-1 Miles,59,0
522,11522,12/23/1955,80000,5,Graduate Degree,Skilled Manual,0,0-1 Miles,59,1
523,11523,8/10/1956,40000,1,Partial College,Clerical,1,0-1 Miles,59,1
524,11524,1/23/1956,40000,1,Partial College,Clerical,1,1-2 Miles,59,0
525,11525,1/9/1956,40000,1,Partial College,Clerical,1,0-1 Miles,59,1
526,11526,8/6/1956,40000,1,Partial College,Clerical,1,1-2 Miles,59,1
527,11527,6/4/1956,40000,1,Partial College,Clerical,1,1-2 Miles,59,0
528,11528,8/19/1957,40000,1,Partial College,Clerical,1,1-2 Miles,58,1
529,11529,11/16/1957,40000,1,Partial College,Clerical,1,1-2 Miles,57,1
530,11530,7/26/1957,40000,1,Partial College,Clerical,1,1-2 Miles,58,0
531,11531,1/7/1957,40000,1,Partial College,Clerical,1,0-1 Miles,58,1
532,11532,2/26/1957,40000,1,Partial College,Clerical,1,1-2 Miles,58,0
533,11533,7/21/1957,40000,1,Partial College,Clerical,1,1-2 Miles,58,0
534,11534,11/13/1958,60000,4,Graduate Degree,Skilled Manual,0,1-2 Miles,56,1
535,11535,7/3/1958,60000,4,Graduate Degree,Skilled Manual,0,0-1 Miles,57,1
536,11536,4/17/1958,60000,4,Graduate Degree,Skilled Manual,0,1-2 Miles,57,1
537,11537,3/24/1958,60000,4,Graduate Degree,Skilled Manual,0,0-1 Miles,57,1
538,11538,8/28/1959,60000,4,Graduate Degree,Skilled Manual,0,0-1 Miles,56,1
539,11539,8/22/1959,60000,4,Graduate Degree,Skilled Manual,0,1-2 Miles,56,1
540,11540,1/28/1959,60000,4,Graduate Degree,Skilled Manual,0,1-2 Miles,56,1
541,11541,4/12/1959,60000,4,Graduate Degree,Skilled Manual,0,0-1 Miles,56,1
542,11542,9/10/1968,20000,1,Partial College,Manual,0,0-1 Miles,47,0
543,11543,2/17/1968,20000,1,Partial College,Manual,1,2-5 Miles,47,0
544,11544,5/7/1968,30000,1,Bachelors,Clerical,0,1-2 Miles,47,0
545,11545,3/25/1968,30000,1,Bachelors,Clerical,0,0-1 Miles,47,0
546,11546,3/14/1968,30000,1,Bachelors,Clerical,0,2-5 Miles,47,1
547,11547,3/8/1968,40000,0,Graduate Degree,Clerical,0,0-1 Miles,47,1
548,11548,10/12/1968,40000,0,Graduate Degree,Clerical,0,0-1 Miles,46,1
549,11549,9/6/1968,40000,0,Bachelors,Clerical,0,0-1 Miles,47,1
550,11550,8/8/1968,40000,0,Bachelors,Clerical,0,0-1 Miles,47,1
551,11551,5/25/1967,10000,3,High School,Manual,1,0-1 Miles,48,0
552,11552,5/27/1967,20000,1,Partial College,Manual,1,1-2 Miles,48,0
553,11553,9/9/1967,20000,1,Partial College,Manual,1,2-5 Miles,48,0
554,11554,9/28/1926,10000,4,High School,Manual,2,0-1 Miles,88,0
555,11555,7/8/1926,40000,1,Bachelors,Clerical,0,0-1 Miles,89,0
556,11556,5/14/1967,20000,1,Partial College,Manual,1,2-5 Miles,48,0
557,11557,1/15/1967,30000,1,Bachelors,Clerical,0,1-2 Miles,48,0
558,11558,8/22/1967,30000,1,Bachelors,Clerical,0,0-1 Miles,48,0
559,11559,12/16/1967,30000,1,Bachelors,Clerical,1,0-1 Miles,47,0
560,11560,8/13/1967,30000,1,Bachelors,Clerical,1,1-2 Miles,48,0
561,11561,7/24/1966,10000,5,Partial High School,Manual,2,0-1 Miles,49,1
562,11562,4/19/1966,20000,1,High School,Manual,1,2-5 Miles,49,0
563,11563,2/1/1966,20000,1,High School,Manual,1,2-5 Miles,49,0
564,11564,7/12/1966,20000,1,High School,Manual,2,0-1 Miles,49,1
565,11565,7/2/1966,20000,2,High School,Manual,0,0-1 Miles,49,0
566,11566,9/2/1967,40000,0,Bachelors,Clerical,0,0-1 Miles,48,0
567,11567,9/23/1967,40000,0,Bachelors,Clerical,0,0-1 Miles,47,0
568,11568,10/23/1966,20000,2,High School,Manual,0,0-1 Miles,48,1
569,11569,5/10/1966,30000,1,Bachelors,Clerical,1,2-5 Miles,49,0
570,11570,1/22/1966,30000,1,Bachelors,Skilled Manual,2,0-1 Miles,49,1
571,11571,5/18/1966,30000,1,Bachelors,Skilled Manual,2,0-1 Miles,49,1
572,11572,3/15/1966,30000,1,Bachelors,Skilled Manual,2,0-1 Miles,49,1
573,11573,11/15/1965,20000,2,High School,Manual,1,0-1 Miles,49,0
574,11574,7/17/1965,20000,2,High School,Manual,1,0-1 Miles,50,0
575,11575,4/21/1965,20000,2,High School,Manual,2,0-1 Miles,50,1
576,11576,2/10/1965,30000,1,Bachelors,Skilled Manual,2,0-1 Miles,50,1
577,11577,10/22/1965,30000,1,Bachelors,Skilled Manual,2,0-1 Miles,49,1
578,11578,11/8/1964,10000,3,Partial High School,Manual,2,0-1 Miles,50,1
579,11579,8/20/1964,20000,3,High School,Manual,1,0-1 Miles,51,0
580,11580,9/12/1933,30000,1,Bachelors,Skilled Manual,1,2-5 Miles,82,0
581,11581,9/4/1966,40000,0,Bachelors,Professional,0,0-1 Miles,49,0
582,11582,4/13/1963,30000,2,Partial College,Clerical,0,0-1 Miles,52,1
583,11583,9/26/1965,30000,2,Partial College,Clerical,0,0-1 Miles,49,1
584,11584,11/22/1965,40000,1,Bachelors,Skilled Manual,0,0-1 Miles,49,0
585,11585,3/8/1965,40000,1,Bachelors,Skilled Manual,0,0-1 Miles,50,0
586,11586,12/15/1965,40000,1,Bachelors,Skilled Manual,0,0-1 Miles,49,0
587,11587,10/21/1964,30000,2,Partial College,Clerical,2,0-1 Miles,50,1
588,11588,7/14/1964,30000,2,Partial College,Clerical,2,0-1 Miles,51,1
589,11589,5/4/1964,40000,1,Bachelors,Skilled Manual,0,0-1 Miles,51,0
590,11590,10/18/1963,30000,2,Partial College,Clerical,2,0-1 Miles,51,1
591,11591,5/16/1963,30000,3,Partial College,Clerical,0,0-1 Miles,52,1
592,11592,9/4/1978,20000,0,High School,Manual,1,2-5 Miles,37,1
593,11593,3/25/1977,20000,0,High School,Manual,1,2-5 Miles,38,1
594,11594,11/4/1979,20000,4,High School,Manual,2,0-1 Miles,35,0
595,11595,7/2/1979,20000,5,High School,Manual,3,0-1 Miles,36,0
596,11596,9/3/1963,40000,1,Bachelors,Skilled Manual,0,0-1 Miles,52,0
597,11597,2/6/1978,30000,3,Partial College,Clerical,2,0-1 Miles,37,0
598,11598,7/2/1978,30000,3,Partial College,Clerical,3,0-1 Miles,37,1
599,11599,9/16/1977,20000,0,High School,Manual,1,1-2 Miles,37,1
600,11600,4/7/1977,30000,0,Partial College,Clerical,1,2-5 Miles,38,0
601,11601,8/21/1977,30000,0,Partial College,Clerical,1,2-5 Miles,38,1
602,11602,4/13/1977,30000,0,Partial College,Clerical,1,2-5 Miles,38,0
603,11603,2/6/1977,30000,0,Partial College,Clerical,1,0-1 Miles,38,1
604,11604,6/3/1977,30000,0,Partial College,Clerical,1,2-5 Miles,38,1
605,11605,11/20/1976,20000,0,High School,Manual,1,1-2 Miles,38,1
606,11606,2/3/1975,10000,0,Partial High School,Manual,2,0-1 Miles,40,1
607,11607,5/9/1975,20000,0,High School,Manual,1,2-5 Miles,40,1
608,11608,3/4/1976,20000,0,High School,Manual,1,5-10 Miles,39,0
609,11609,6/26/1976,30000,0,Partial College,Clerical,1,0-1 Miles,39,1
610,11610,4/23/1975,30000,0,Partial College,Clerical,1,0-1 Miles,40,1
611,11611,2/27/1974,20000,0,Partial High School,Manual,1,2-5 Miles,41,1
612,11612,10/11/1974,20000,0,Partial High School,Manual,2,0-1 Miles,40,1
613,11613,11/3/1975,30000,0,Partial College,Clerical,1,0-1 Miles,39,1
614,11614,8/17/1975,30000,0,Partial College,Clerical,1,2-5 Miles,40,1
615,11615,11/21/1975,40000,1,Bachelors,Skilled Manual,0,1-2 Miles,39,1
616,11616,3/9/1975,40000,1,Bachelors,Skilled Manual,0,1-2 Miles,40,1
617,11617,4/4/1959,60000,4,Graduate Degree,Skilled Manual,0,0-1 Miles,56,1
618,11618,4/24/1959,60000,4,Graduate Degree,Skilled Manual,0,1-2 Miles,56,1
619,11619,5/1/1973,50000,0,Graduate Degree,Skilled Manual,0,1-2 Miles,42,0
620,11620,4/20/1973,50000,0,Graduate Degree,Skilled Manual,0,0-1 Miles,42,0
621,11621,2/19/1973,50000,0,Graduate Degree,Skilled Manual,0,0-1 Miles,42,0
622,11622,12/17/1973,50000,0,Graduate Degree,Skilled Manual,0,0-1 Miles,41,0
623,11623,6/27/1973,50000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,42,1
624,11624,3/23/1973,50000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,42,1
625,11625,1/19/1973,50000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,42,1
626,11626,6/14/1973,50000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,42,1
627,11627,2/27/1973,60000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,42,0
628,11628,5/17/1972,40000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,43,1
629,11629,2/8/1971,40000,4,High School,Skilled Manual,3,10+ Miles,44,1
630,11630,12/25/1971,60000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,43,1
631,11631,2/13/1971,60000,1,Graduate Degree,Skilled Manual,0,0-1 Miles,44,0
632,11632,5/6/1971,60000,1,Graduate Degree,Skilled Manual,0,1-2 Miles,44,0
633,11633,5/26/1972,40000,1,Bachelors,Skilled Manual,0,0-1 Miles,43,0
634,11634,6/12/1972,60000,1,Graduate Degree,Skilled Manual,0,2-5 Miles,43,0
635,11635,8/14/1972,60000,1,Graduate Degree,Skilled Manual,0,2-5 Miles,43,0
636,11636,12/22/1972,60000,1,Graduate Degree,Professional,0,2-5 Miles,42,0
637,11637,8/14/1972,70000,1,Graduate Degree,Professional,0,2-5 Miles,43,0
